ID,User SID,Name,Address,Latitude,Longitude,Description,URL to place image,Created Date,Total votes,Place_Type
3012,,Fall River Restoration - Bugle Point,,40.3971,-105.569,"Continued streambank erosion and sedimentation from the 2013 flood is impacting residences, lodges, businesses, a church, and bridges along this reach of Fall River. The project proposes to remove and rework unstable sediment to reduce flood surfaces and store sediment, as well as remove flood debris that remains in the channel. The project will also provide bioengineering and rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance aquatic habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV18_Bugle_DSC00892_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3013,,Fall River Restoration - Fawn Valley,,40.3986,-105.575,"Continued streambank erosion and sedimentation from the 2013 flood is impacting residences, lodges, businesses, and bridges along this reach of Fall River. The project proposes to remove and rework unstable sediment to reduce flood surfaces and store future sediment, as well as remove flood debris that remains in the channel. The project will also provide bioengineering and rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV19_FawnvValley_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3014,,Fall River Restoration - River's Edge,,40.3997,-105.578,"Continued streambank erosion and sedimentation from the 2013 flood is impacting residences, lodges, businesses, and bridges along this reach of Fall River. The project proposes to remove and rework unstable sediment to reduce flood surfaces and store future sediment, as well as remove flood debris that remains in the channel. The project will also provide bioengineering and rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV20_RiversEdge_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3015,,Upper Big Thompson River Restoration - Livingston Site,,40.3708,-105.528,"Continued streambank erosion and sedimentation from the 2013 flood is impacting residences, lodges, businesses, and bridges along this reach of the Upper Big Thompson River. The project proposes to remove and rework unstable sediment to reduce flood surfaces and store future sediment, as well as remove flood debris that remains in the channel. The project will also provide and enhance the bioengineering and existing rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV21_Livingston_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3011,,Fall River Restoration - Elkhorn Lodge,,40.378,-105.536,"A large amount of deposition caused by the 2013 flooding along Fall River still impacts residences, businesses, structures, and bridges through this reach. The project proposes to remove significant quantities of sediment and create a floodplain to lower flood surfaces and provide areas for future sediment deposition. The project also proposes to use rip-rap and bioengineering to stabilize streambanks and in-stream structures to provide grade control, as necessary. Additionally, a low-flow channel, rock clusters, and woody material will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV17_Elkhorn_lookingus_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3010,,Fall River Restoration - Pre-Downtown,,40.377,-105.53,"Streambank erosion and sedimentation from the flood of 2013 are still impacting residences, businesses, and culverts along this reach of Fall River. The project proposes to remove and rework unstable sediment and, where feasible, establish a vegetated floodplain to reduce flood surfaces and store sediment, as well as remove flood debris that remains in the channel. The project will also provide bioengineering and rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance aquatic habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV16_PreDowntown_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3009,,Fish Creek Restoration - Upper Fish Creek,,40.3334,-105.503,"Streambank erosion and sedimentation from the flood of 2013 are still impacting residences, businesses, and culverts along this reach of Fish Creek. The project proposes to remove and rework unstable sediment and, where feasible, establish a vegetated floodplain to reduce flood surfaces and store sediment. The project will also provide bioengineering and rock toe protection to stabilize streambanks and in-stream structures to provide grade control. Additionally, a low-flow channel and woody material will be added to create channel complexity and enhance aquatic habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV15_FishCreek_US_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3008,,Fish Creek Restoration - Scott Avenue,,40.3487,-105.503,"Streambank erosion and sedimentation from the flood of 2013 are still impacting residences, businesses, and culverts along this reach of Fish Creek. The project proposes to remove and rework unstable sediment and, where feasible, establish a vegetated floodplain to reduce flood surfaces and store sediment. The project will also provide bioengineering and rock toe protection to stabilize streambanks and in-stream structures to provide grade control. Additionally, a low-flow channel and woody material will be added to create channel complexity and enhance aquatic habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV14_1_BrooktoCountryClub_DS_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3007,,Fish Creek Restoration - Lower Fish Creek,,40.3567,-105.498,"Streambank erosion and sedimentation from the flood of 2013 are still impacting residences, businesses, and culverts along this reach of Fish Creek. The project proposes to establish a vegetated floodplain, as well as provide bioengineering to stabilize streambanks. Vegetation will be added to create channel complexity and enhance aquatic habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/EV13_LowerFishCreek_DS_0.jpg,03/07/2016 - 10:47am,1,Estes Valley
3082,,Upper Big Thompson River Restoration - Broadview #2,,40.3615,-105.548,"This project proposes to add additional rock along the right bank to create a boulder toe, or a small boulder wall, that may potentially incorporates 1-3 boulder spurs to deflect flow away from the embankment.  Some channel shaping work and sediment removal is proposed upstream of the failing bank on the opposite (left) bank to pass flow around the bend.",,04/01/2016 - 4:08pm,1,Estes Valley
3081,,Upper Big Thompson River Restoration - Broadview #1,,40.3625,-105.545,"This project proposes to use large boulders  to reinforce the outside bend of the Upper Big Thompson River to reduce erosion on the Broadview Road embankment. The project will strategically tuck boulders into several locations where the soil is eroding both to function as a rock toe as well as to break up flow and provide fish habitat. The toe will also include willow stakes, as appropriate, regrade the bank to the road, and revegetate all disturbed areas.",,04/01/2016 - 4:08pm,1,Estes Valley
3080,,Upper Big Thompson River Restoration - Visitor's Center,,40.3783,-105.515,"Continued streambank erosion and sedimentation from the 2013 flood is impacting residences, lodges, businesses, and bridges along this reach of the Upper Big Thompson River. The project proposes to remove and rework unstable sediment to reduce flood surfaces and store future sediment, as well as remove flood debris that remains in the channel. The project will also provide and enhance the bioengineering and existing rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",,04/01/2016 - 4:08pm,1,Estes Valley
3079,,Upper Big Thompson River Restoration - Riverside,,40.3672,-105.532,"This project proposes to construct a large structural log jam through the upstream half of the project area and a low boulder toe through the downstream half of the project area to stabilize the failing bank and adjacent road. The project will back fill and grade the bank to reduce the slope of the vertical bank. The log jam and the boulder toe will have live willow stakes included  as the structural components are installed to encourage vegetation establishment directly on the river's edge. Riparian revegetation is a critical project component and all disturbed areas will be, at minimum, seeded and mulched. ",,04/01/2016 - 4:08pm,2,Estes Valley
3078,,Upper Big Thompson River Restoration - Rock and Roll,,40.3701,-105.529,"Continued streambank erosion and sedimentation from the 2013 flood is impacting residences, lodges, businesses, and bridges along this reach of the Upper Big Thompson River. The project proposes to remove and rework unstable sediment to reduce flood surfaces and store future sediment, as well as remove flood debris that remains in the channel. The project will also provide and enhance the bioengineering and existing rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",,04/01/2016 - 4:08pm,1,Estes Valley
3016,,Upper Fountain Creek Restoration at Fitz Gulch,,38.9065,-104.968,"The 2013 floodwaters carved a new gully and cut off road access to homes. Gullying will continue to contribute sediment to the Fountain Creek headwaters and cause problems with home access. The The project area is approximately 0.35 acres and total The project length is about 500 feet, with the primary purpose of separating streamflow from the access road. The project design may include rip-rap ditching, earthwork, hard surfacing for the high-flow channel, and channel shaping. Work will also include protection of existing infrastructure, including utility lines. Best management practices to minimize additional disturbance will be followed during construction. Existing trees and root structures will be saved to the extent possible.",http://coloradoewp.com/sites/coloradoewp.com/files/FC4_Fitz_us_0.jpg,03/07/2016 - 10:47am,1,Fountain Creek
3017,,Wellington Gulch Restoration at North to North Pipeline,,38.9468,-104.971,"Hillside and gully erosion is undermining structural supports for a crucial water supply line. Excessive runoff from the 2013 flood washed away soil and caused erosion around the pipeline. The objective of this The project is to protect the structural supports for the pipeline, including retaining structures, earthwork, grading, erosion control barriers, and to provide revegetation to maintain the functionality of the vunerable 10,500 feet of pipe.",http://coloradoewp.com/sites/coloradoewp.com/files/FC5_NtoN_0.jpg,03/07/2016 - 10:47am,1,Fountain Creek
3019,,Rock Creek Restoration - May Museum Site,,38.7046,-104.834,Streambanks are eroding and sediment is depositing in channel throughout the Rock Creek The project reach. There is an unstable headcut in spillway and damaged access roads resulting in a threatened municipal water supply. This The project proposes rip-rap and biostabilization to repair and stabilize streambanks that were damaged by flood waters as well as to remove excess sediment and debris that was left by the flood. This proejct will also provide protection to the damaged access road and water supply.,http://coloradoewp.com/sites/coloradoewp.com/files/FC7_RocKCreek_IMAG0638_0.jpg,03/07/2016 - 10:47am,1,Fountain Creek
3020,,Middle Fountain Creek Restoration at Wildcat Gulch,,38.8434,-104.906,Eroding channel and gully are causing sediment loading downstream in Sutherland Creek which poses hazards to the crossing on Crystal Park Road which is the only access for homes in Crystal Park subdivision. This project proposes 1100 linear feet of channel stabilization on this intermittent/ephemeral stream. Rock rip-rap and biostabilization will be used to help stabilize the banks in place.,http://coloradoewp.com/sites/coloradoewp.com/files/FC8_Wildcat_Gulch_20151013_0.jpg,03/07/2016 - 10:47am,1,Fountain Creek
3086,,Ruxton Ave,,38.8587,-104.92,"Flood wall repair to protect residences, utilities and street.",http://coloradoewp.com/sites/coloradoewp.com/files/FC12_Ruxton_0.JPG,04/01/2016 - 4:08pm,1,Fountain Creek
3085,,Sand Gulch,,38.9243,-104.989,Access protection for residents.,http://coloradoewp.com/sites/coloradoewp.com/files/FC11_SandGulch_0.jpg,04/01/2016 - 4:08pm,1,Fountain Creek
3084,,Pawnee Channel,,38.8537,-104.915,Channel Stabilization to protect homes and city stormwater infrastructure.,http://coloradoewp.com/sites/coloradoewp.com/files/FC10_PawneeChannel_0.JPG,04/01/2016 - 4:08pm,1,Fountain Creek
3126,,North Douglas,,38.9266,-104.878,Channel Stabilization to protect homes and ranch property.,http://coloradoewp.com/sites/coloradoewp.com/files/FC9_ChuckWagon_1.jpg,05/19/2016 - 2:05pm,1,Fountain Creek
3125,,Northwest Springs Chuckwagon--South Douglas,,38.9166,-104.886,"The Middle Fountain Creek channel is over-wide, aggrading in some areas and degrading in others, and is being clogged by excessive sediment from the adjacent eroding hillsides and streambanks. The project aims to restore 3,600 feet of stream to a naturally functioning system with the capacity to transport and store the excess sediment loads. The project will provide grade control structures, streambank protection, bank shaping, erosion control, revegetation, and the restoration of a natural channel form to include a multi-stage cross-section for low, bankfull, and flood flows.",http://coloradoewp.com/sites/coloradoewp.com/files/FC6_NWsprings_1.jpg,05/19/2016 - 2:05pm,1,Fountain Creek
3021,,Four Mile Canyon Creek Restoration - Wagon Wheel Gap Road,,40.059,-105.32,"A large amount of hillside and bank erosion caused by the 2013 flooding along Fourmile Canyon Creek still impacts residences, structures, and bridges. The project proposes debris and sediment removal to establish a floodplain where feasible; streambank shaping and cross vanes to facilitate flow, protect banks from erosion, and provide grade control; and rip-rap and bioengineering to stabilize streambanks. A low-flow channel, rock clusters, and woody material will be added to create channel complexity and enhance aquatic habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched. The project is expected to be constructed with the ongoing Boulder County work for permanent repairs on Wagon Wheel Gap Road.",http://coloradoewp.com/sites/coloradoewp.com/files/FCC3_WagonWheel_0.jpg,03/07/2016 - 10:47am,1,Four Mile Canyon Creek
3022,,Lower Fourmile Creek Restoration - Reach 1,,40.0323,-105.341,"Continued streambank erosion and sedimentation from the 2013 flood is impacting residences, lodges, businesses, and bridges along this reach of Fourmile Creek. The project proposes to remove and rework unstable sediment to reduce flood surfaces and store future sediment, as well as remove flood debris that remains in the channel. The project will also provide bioengineering and rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched. The project is expected to be constructed with the ongoing Boulder County work for permanent repairs on Fourmile Canyon Drive.",http://coloradoewp.com/sites/coloradoewp.com/files/FM34_7_Reach1e_lookingDS2_0.jpg,03/07/2016 - 10:47am,1,Fourmile Creek
3096,,Ingram Gulch,,40.0585,-105.379,"The 2013 floodwaters eroded a gully and compromised road access to the Ingram Gulch. Gullying will continue to contribute sediment to the upper reaches of Fourmile Creek and cause problems with road access. The project proposes to remove and rework unstable sediment to reduce downstream sediment loading, as well as to remove flood debris that remains in the channel. The project will also provide bioengineering and rock toe protection to stabilize streambanks. Existing trees and root structures will be saved to the extent possible.",http://coloradoewp.com/sites/coloradoewp.com/files/FM35_5_IngramGulch_lookingupvalley_1.jpg,04/01/2016 - 4:08pm,1,Fourmile Creek
3097,,Gold Run Creek Restoration,,40.0567,-105.394,"Continued streambank erosion and sedimentation from the 2013 flood is impacting bridges and the roadway along this reach of Fourmile Creek. The project proposes to remove and rework unstable sediment to reduce flood surfaces and store future sediment, as well as remove flood debris that remains in the channel. The project will also provide bioengineering and rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance aquatic habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched. The project is expected to be constructed with the ongoing Boulder County work for permanent repairs on Gold Run.",http://coloradoewp.com/sites/coloradoewp.com/files/FM36_2_IngramGulch_lookingUS_1.jpg,04/01/2016 - 4:08pm,1,Fourmile Creek
3098,,Wall Street Restoration,,40.0379,-105.398,"Streambank erosion and sedimentation from the 2013 flood continues to impact bridges and properties along this reach of Fourmile Creek. The project proposes to remove and rework unstable sediment to increase floodplain capacity and store future sediment. Project will also provide bioengineering and rock toe protection to stabilize streambanks. Additionally, a low-flow channel and rock clusters will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched.",http://coloradoewp.com/sites/coloradoewp.com/files/FM37_6_Wallst_FourmileCk_DSbridge_lookingDS_1.jpg,04/01/2016 - 4:08pm,1,Fourmile Creek
3099,,Fourmile Sunset Pond,,40.0366,-105.468,"Flooding in 2013 caused erosion and deposition, relocating the stream and subsequently cutting off the diversion used to fill the Fire Protection District's storage pond in this remote community surrounded by forest. The project proposes to remove and rework unstable sediment as remove flood debris that remains in the channel. The project will also provide bioengineering and rock toe protection to stabilize streambanks, and will repair the diversion into the water storage pond.",http://coloradoewp.com/sites/coloradoewp.com/files/FM38_1_SunsetPond_1.jpg,04/01/2016 - 4:08pm,1,Fourmile Creek
3037,,Lower James Creek Restoration,,40.1086,-105.36,"The 2013 flood left behind hillside and streambank erosion and sedimentation along James Creek, impacting residences, bridges, roads, and utilities. The project proposes to use rip-rap and bioengineering to stabilize streambanks and in-stream structures to provide grade control, where necessary. Additionally, where feasible, sediment will be removed and the floodplain will be shaped to lower flood surfaces and store future excess sediment. A low-flow channel, rock clusters, and woody material will be added to create channel complexity and enhance fish habitat, and disturbed areas will be planted with willows, trees, and shrubs, and/or will be seeded and mulched. The project is expected to be constructed with the ongoing Boulder County work for permanent repairs in James Canyon.",http://coloradoewp.com/sites/coloradoewp.com/files/LH22_James_20150916_160430350_iOS_0.jpg,03/07/2016 - 10:47am,1,Left Hand Creek
